"","PAUVGD_AML_MEP","PAUYHR_AML_MEP","PAVCPM_AML_MEP","PAVKKI_AML_MEP","PAVMED_AML_MEP","PAVRUZ_AML_MEP","PAWDTX_AML_MEP","PAWEBG_AML_MEP","PAWGVW_AML_MEP","PAWKYG_AML_MEP","PAWUTL_AML_MEP","PAXACP_AML_MEP","PAXCLE_AML_MEP","PAXGPE_AML_MEP","PAXHTS_AML_MEP","PAUMTZ_AML_GMP","PAUNYL_AML_GMP","PAUPPD_AML_GMP","PAUTJD_AML_GMP","PAUUHV_AML_GMP","PAUUKK_AML_GMP","PAUVAT_AML_GMP","PAUVXT_AML_GMP","PAUWYR_AML_GMP","PAUZAM_AML_GMP","PAUZMH_AML_GMP","PAVAGA_AML_GMP","PAVALK_AML_GMP","PAVANE_AML_GMP","PAVBVA_AML_GMP","PAVDFC_AML_GMP","PAVDVV_AML_GMP","PAVIDK_AML_GMP","PAVKEX_AML_GMP","PAVLGZ_AML_GMP","PAVLEG_AML_GMP","PAVLWY_AML_GMP","PAVMNA_AML_GMP","PAVMPA_AML_GMP","PAVNZB_AML_GMP","PAVPXS_AML_GMP","PAVRJP_AML_GMP","PAVSJN_AML_GMP","PAVSYK_AML_GMP","PAVTLN_AML_GMP","PAVTWM_AML_GMP","PAVUBN_AML_GMP","PAVULK_AML_GMP","PAVUZN_AML_GMP","PAVVAB_AML_GMP","PAVWEA_AML_GMP","PAVWJY_AML_GMP","PAVXZL_AML_GMP","PAVYYR_AML_GMP","PAVZYI_AML_GMP","PAVZZC_AML_GMP","PAWACC_AML_GMP","PAWCII_AML_GMP","PAWEKW_AML_GMP","PAWEVC_AML_GMP","PAWEYY_AML_GMP","PAWFBA_AML_GMP","PAWFFJ_AML_GMP","PAWGRP_AML_GMP","PAWHFW_AML_GMP","PAWHKK_AML_GMP","PAWHPL_AML_GMP","PAWIXW_AML_GMP","PAWJGZ_AML_GMP","PAWKIW_AML_GMP","PAWLHJ_AML_GMP","PAWMAV_AML_GMP","PAWMII_AML_GMP","PAWMRJ_AML_GMP","PAWNZJ_AML_GMP","PAWPCN_AML_GMP","PAWPDC_AML_GMP","PAWPGW_AML_GMP","PAWPVR_AML_GMP","PAWRSU_AML_GMP","PAWTKY_AML_GMP","PAWTNN_AML_GMP","PAWTPD_AML_GMP","PAWTWW_AML_GMP","PAWUCG_AML_GMP","PAWUWJ_AML_GMP","PAWVGN_AML_GMP","PAWWLI_AML_GMP","PAWWWU_AML_GMP","PAWYEK_AML_GMP","PAWZAX_AML_GMP","PAWZUF_AML_GMP","PAXAAA_AML_GMP","PAXANS_AML_GMP","PAXBLW_AML_GMP","PAXBLX_AML_GMP","PAXBXI_AML_GMP","PAXCPM_AML_GMP","PAXCWR_AML_GMP","PAXCYN_AML_GMP","PAXDBF_AML_GMP","PAXEES_AML_GMP","PAXETC_AML_GMP","PAXGGM_AML_GMP","PAXGTM_AML_GMP","PAXGZB_AML_GMP","PAXHYG_AML_GMP","PAXICE_AML_GMP","PAUNTD_AML_LMPP","PAUZJJ_AML_LMPP","PAVAWS_AML_LMPP","PAVCRM_AML_LMPP","PAVPCA_AML_LMPP","PAVXNZ_AML_LMPP","PAVXSH_AML_LMPP","PAWDWA_AML_LMPP","PAWGKS_AML_LMPP","PAWMLN_AML_LMPP","PAWRUX_AML_LMPP","PAXBAZ_AML_LMPP","ID2748_Control_LMPP","ID2748_Control_GMP","ID2748_Control_MEP","ID2710_Control_LMPP","ID2710_Control_GMP","ID2710_Control_MEP","ID2712_Control_LMPP","ID2712_Control_GMP","ID2712_Control_MEP","ID2753_Control_LMPP","ID2753_Control_GMP","ID2753_Control_MEP","ID2627_Control_LMPP","ID2627_Control_MEP","ID2627_Control_GMP"
"chr3:194207848-194208783",0.0169559518448406,0.0251308640196687,0.029038340441448,0.0309028568833591,0.0189559240432225,0.0127644633234062,0.0222020084831589,0.013148863835628,0.0323772167377134,0.0137430206977685,0.0128505503535362,0.014757176432552,0.0214866977390371,0.0135671573895078,0.0160593332398116,0.0145301543430398,0.00894808346850581,0.0114477269582679,0.0382734958685293,0.0125652855206478,0.0112716245189869,0.0266116716954941,0.0264730012798807,0.0207090019028613,0.0666137769292901,0.0160174047769637,0.00492998525979567,0.0215284622423809,0.0185846800721314,0.0119501582615259,0.0158609986234531,0.0403533264085851,0.0235009726586798,0.021903464936473,0.0272815544142995,0.0274748917518169,0.0163603928775005,0.0337741079442009,0.0209304570395647,0.0382962936923062,0.0134883682409034,0.0643351508396298,0.0142281440103304,0.00904694987884969,0.0118223458719406,0.015722108559978,0.0226690377829775,0.0460128427122811,0.0252676253777946,0.0304734179032258,0.0174641353999352,0.0240708904842921,0.0108353292662593,0.0344961327783511,0.0244881999017243,0.0271193899752473,0.019818288319904,0.0327974479104381,0.015696693548313,0.0195843449833646,0.0235387992751263,0.0376139546427319,0.0200520058556135,0.0189519293782397,0.019800356157451,0.0147017102617632,0.0140972536150988,0.0187589328630458,0.026618236690768,0.0356826387473315,0.0178654118776077,0.0212583342666972,0.0153835028474614,0.0183672524294442,0.0154043218234088,0.0157051909184984,0.0133675253401204,0.0226658266112603,0.0205519363289074,0.0154897419343806,0.0181560653064082,0.0176666789599724,0.0177276060520212,0.0175234341640407,0.0306620263345183,0.0163368117868715,0.0205032210560882,0.0168417346045792,0.0151666942553912,0.0166932202299474,0.0168358378135032,0.0149969484117623,0.0180515926725612,0.01790879337718,0.015147263428326,0.013947314603872,0.0176741337909786,0.023638767840142,0.0167502425046368,0.0171403048773629,0.0162725547697788,0.0215582234329602,0.0200088674730943,0.0174678620188887,0.0200819891202175,0.0187077560227928,0.0142772404364046,0.0187992219737263,0.0215854615980623,0.0211496341980561,0.0273677679050703,0.0125807885809102,0.0163322489018806,0.0278374574712091,0.0257714059566688,0.0229059918771628,0.0264397668365885,0.0159136508806927,0.0215298055469458,0.0176043747089462,0.0210863770255275,0.0246744952045211,0.0103098712595659,0.0200224836177988,0.0222710863489897,0.012276127699384,0.0215366227891403,0.0334423971632496,0.0125251329415027,0.0198618312851762,0.0185333404030787,0.0103145730760884,0.0277747846809335,0.021155553991203,0.0274706026255509
"chr3:194835656-194836482",0.975927192246589,0.962337155628088,0.957860609375057,0.965716527105751,0.951315735049062,0.969917520491692,0.935919622798214,0.963524508416369,0.928777835566847,0.970478830466606,0.95703393423059,0.926498766808351,0.967701428778455,0.962893392509897,0.961116616346741,0.929677554420531,0.921764449628682,0.955592779134802,0.938258665454846,0.784240621292835,0.968119595646104,0.977075014457089,0.871871915921868,0.734694767435979,0.990893472148168,0.82922013159282,0.89087274499671,0.957727737492548,0.928694403976712,0.926570756767727,0.96061675485313,0.629961571997066,0.852234207399017,0.843070002186641,0.957158030318233,0.967891261141765,0.951220357072594,0.988214064920712,0.788543846655648,0.970746907595829,0.958072499861672,0.973578205045784,0.974483403039562,0.866065027262238,0.947922817098281,0.920547296213138,0.978461623684417,0.975025384145611,0.964637071242417,0.980242230087304,0.976873771713856,0.96644822948492,0.92273452441543,0.984475359953246,0.936270607190848,0.918827342381998,0.948692195839484,0.98699369090383,0.908290771473078,0.956908921519318,0.879377028884689,0.974273022687832,0.953077462030648,0.95243780001491,0.970649937035858,0.983390352688223,0.968282953073522,0.908797012679251,0.965260557214161,0.965725096494013,0.96144012276589,0.96959529290773,0.967651493009351,0.967846027897523,0.9732776386227,0.958808297819949,0.961112779574883,0.955625737321964,0.974513730837265,0.960126223051329,0.951675328229698,0.924129265865627,0.910600603327128,0.974167688859396,0.934320261440224,0.961267071710572,0.949776501206729,0.812578064809207,0.822135489024851,0.968368932671265,0.974858745110928,0.951762190660861,0.950163150903718,0.96432045713291,0.974167140667254,0.888026086880177,0.918385805112981,0.954662294040214,0.957413163655326,0.955586135665857,0.922685042881347,0.962394507339782,0.941736561083225,0.939564648042728,0.931033116753407,0.957108350195801,0.933541845361904,0.933703905452525,0.891388147904228,0.958419318673184,0.973626079449191,0.935253401977138,0.967297528520552,0.959523203825578,0.862595712466143,0.796386211077485,0.638884723344132,0.959474769473721,0.95931727271958,0.961409414003986,0.955422998465517,0.946791926884934,0.919328365667836,0.957861276581515,0.951479418188511,0.956232664453329,0.954287603822459,0.962860306361634,0.970365090867859,0.954826136909502,0.916409549207993,0.968608345422295,0.946161071199534,0.935926926003033,0.957814441825381
"chr3:196351986-196352142",0.141545116999167,0.517822880033901,0.961410261932731,0.432924829148388,0.0866181840134938,0.500165924998347,0.85521471720596,0.051860377497802,0.888099574336998,0.402603024490222,0.899293694732019,0.0758916125172731,0.298620283292836,0.153615704485371,0.655682411623402,0.192149194684137,0.0414771685230085,0.0746725436057882,0.647859195768892,0.204595772675613,0.419778488822281,0.987738015837803,0.0325845174823383,0.348832460386768,0.0313547575868327,0.381405758338624,0.265217834671539,0.109274024017138,0.291052884580981,0.057745966901294,0.309753011016891,0.295597486364464,0.231989737355813,0.0860822007797818,0.141379665213489,0.873958945471956,0.232815898691801,0.0371739546749718,0.0780134978884345,0.0942389218140219,0.0590765871213642,0.0860104923721274,0.165202537891204,0.0234219540540225,0.416444440132363,0.493169641474975,0.0374617476701734,0.272349975865426,0.149932911528289,0.0786126442679431,0.126554853775012,0.7284662374106,0.0299435305054293,0.0416611830956006,0.123095884525583,0.0674632085301237,0.333354990813502,0.450800522058178,0.618691581628204,0.382494533979716,0.573971201603356,0.101806017135939,0.0834693763378326,0.216220258755468,0.31470296106068,0.262318505167547,0.236891104908617,0.176248882528011,0.124536985083501,0.128727745726009,0.0848342119284254,0.218436326017936,0.216224673340294,0.177704104035315,0.191949190434197,0.0572086302580649,0.257015696942119,0.206108651328477,0.188387856717031,0.0955347369696456,0.282233465479805,0.21320046808126,0.14653502078907,0.148361716509792,0.256099565532574,0.024737858325973,0.137981455443999,0.0967714145326747,0.250170403596854,0.235478075989717,0.332198370808328,0.222991139576218,0.199820282942315,0.117573133311136,0.347435371112994,0.488830226909193,0.140672297832354,0.165877555484035,0.807606804124684,0.106005594570075,0.152913686838223,0.206956132303199,0.0839787073615675,0.0807599536801073,0.216289597154466,0.353259531897248,0.396475960017076,0.446968445705598,0.93188038946996,0.798983667392019,0.89691542930277,0.953473358023607,0.918240086381333,0.656984721467017,0.838370998013177,0.942709899804906,0.822573964012714,0.86219234033829,0.890222400920288,0.757568393054947,0.683429782515381,0.375200589951225,0.941317988981146,0.867636940876146,0.347844225952811,0.964820519769646,0.69855101695561,0.258234953269108,0.964201079640761,0.721583164269596,0.422922390419458,0.955843769400276,0.898023967479403,0.915744529207853,0.156147375459365
"chr4:719011-720870",0.719095496230482,0.588358569365397,0.51128409258349,0.865564028773648,0.672355262904342,0.878775029094812,0.967421715223055,0.347651963542004,0.944432733180601,0.972672856551468,0.928833030844539,0.909995413417007,0.957910156248183,0.506862741457092,0.867388741609669,0.335581436531218,0.572445356204463,0.397354652574693,0.871842971293771,0.980641584240782,0.508528193550434,0.966207758352645,0.646965445278533,0.613605243856698,0.982398335698487,0.940489052921166,0.766213903290566,0.529532092136582,0.612672027381205,0.0349112424725063,0.941079903272058,0.934857582556651,0.548663347917318,0.703702108171152,0.90297575619931,0.830103826036311,0.384048175850791,0.690006108682166,0.624530587821175,0.964233161167114,0.971076357739742,0.0263237039176445,0.973759899267778,0.753777756760404,0.812822235224977,0.746862422366118,0.434860784648425,0.0713059326672701,0.355479324647354,0.942843453977505,0.855634594831562,0.944945157114506,0.906187681440674,0.942226978725035,0.949746876809888,0.874203664027107,0.261641461097819,0.870710095508758,0.503995152699191,0.791367927423451,0.818329921494432,0.952225055606522,0.949805283803813,0.287830460675831,0.902359553264564,0.938767520126954,0.950573676673886,0.521841250123811,0.950826910990238,0.231339562408166,0.175115259077573,0.713629431904887,0.613797848271502,0.659677144193292,0.958481435856642,0.878628140765786,0.948209456996909,0.712839825900207,0.962575960789917,0.942516703687749,0.439633628608018,0.81509914713372,0.555981980742802,0.936347770481718,0.950886706426376,0.954086396218931,0.13813251778559,0.972766992185689,0.294920758533137,0.623877035599683,0.636531105750169,0.614995230800552,0.903506075422468,0.721197864188229,0.757686398486054,0.941546796791214,0.757752161144414,0.897291125925002,0.555453633783378,0.927605336994185,0.663198128253722,0.739577051716883,0.958458931370096,0.717976811528703,0.96083160778999,0.944221172838788,0.956920946162175,0.667931967842484,0.923363863049299,0.920333618280333,0.701800820833277,0.944188988382513,0.912255622950838,0.0295159043010832,0.926058458097357,0.472473560289815,0.439870491003514,0.489735194464667,0.784292302282852,0.522235847035507,0.890965643475089,0.916224001773666,0.826554940291745,0.9161650938955,0.912673578185655,0.838915704671718,0.909422059925118,0.889759070253004,0.73158249774555,0.889536032160236,0.876099440805463,0.825678768969608,0.89051113289711,0.796462591303356,0.885207787706141
"chr4:901785-902074",0.981150423137105,0.944439414319339,0.981928824532675,0.929045968607612,0.922324215716072,0.934352630051427,0.940144106968093,0.959737021657046,0.955402769144257,0.970779710869101,0.96566772714855,0.802724840765475,0.956144674893006,0.974765656511914,0.95781926859757,0.962555946678587,0.977644054804963,0.942496804528643,0.915418364750026,0.914253491290018,0.585182855124845,0.913072837248938,0.977501129690985,0.919519051823697,0.960374287314803,0.94193673695918,0.946820568385421,0.950675391879558,0.970582887634715,0.958779886845588,0.971745993230485,0.933064823782095,0.905793264527033,0.929990598241637,0.93474177945185,0.961749367877465,0.960827216472569,0.973508606806046,0.927943139780728,0.986585915140643,0.971397194673173,0.949264626498397,0.960947615712575,0.971503069232217,0.957136631933134,0.96351854568933,0.971708639706776,0.961335211887059,0.928318196772963,0.951263472491703,0.959818013933896,0.918673827401159,0.989566007066201,0.958859132716335,0.892029610423563,0.948182772193471,0.956461654573641,0.926962536080195,0.925923837461506,0.90174975086584,0.931265638994126,0.944849829428282,0.930922265981286,0.947382736134996,0.93404758112134,0.946154564714415,0.96361036904597,0.967417906944551,0.960286055192448,0.964537309604206,0.96343199557823,0.950556045565146,0.950343801373783,0.951757711439269,0.973215658817607,0.978340752513555,0.956277731317776,0.970249763081969,0.962771010277778,0.949740021006139,0.94848514522791,0.95371312102996,0.961300878957777,0.954660026672456,0.960931844869246,0.979020672989001,0.973756592242418,0.952222752552661,0.95239523457456,0.9498189454159,0.943789173346219,0.963010557340327,0.942229921240355,0.958633112783182,0.972605105840438,0.966090951921686,0.955411361160258,0.95169857997187,0.95449708031424,0.961338434108204,0.958378996037752,0.952447864297427,0.951478888825017,0.943678078550412,0.952898457743257,0.944194106467224,0.95841752027627,0.960395377410658,0.960345560590646,0.955770743988502,0.925658055084352,0.959133914810948,0.962399487602931,0.982776468249219,0.956506603238442,0.850603576133439,0.311319422692662,0.955335488250434,0.893638820887914,0.880733165833059,0.882893904895502,0.927668025717748,0.855256415853356,0.903252030607674,0.926142627422884,0.836465299065143,0.862964908534066,0.940514697086748,0.797687509026503,0.899150272119834,0.928598741407599,0.832442107971555,0.882196734735976,0.780905091826834,0.917422471175984
"chr4:1220951-1222621",0.835717338036493,0.918717366420312,0.790973519726174,0.808847425453663,0.937839032037172,0.938741189268991,0.96178252042554,0.903065899705914,0.952123270746948,0.926121935901079,0.954092968450582,0.958703436930643,0.959794260461767,0.839379088605171,0.91616018794118,0.866478975520076,0.0718448003535005,0.847067855520004,0.489376883286901,0.589684128001688,0.800911036119053,0.957332772175437,0.692364526855613,0.935717188974794,0.481768601552803,0.861065417504727,0.967515199710056,0.855346793775078,0.904935567991261,0.954965985701043,0.920298320759957,0.866546399646645,0.942792775567405,0.938064254795233,0.834886662195996,0.961784287388153,0.895164974255067,0.535966893913301,0.935679131080601,0.560193728693207,0.852022094036062,0.955512066157189,0.885414082630687,0.0192357425261861,0.906264075859454,0.86542548099185,0.866583884739072,0.73740452364103,0.868071209477522,0.919678770858675,0.943037440778938,0.904371330225296,0.959171829157573,0.696099164449898,0.919557105173714,0.917658708775277,0.213768855746888,0.913007882211798,0.933040409909473,0.884925174462543,0.883480517884355,0.905406911570652,0.944403731307463,0.882493025606443,0.89338459248664,0.935961087411061,0.959501715784111,0.274898182530979,0.708708940097566,0.940757740298581,0.941969872709092,0.935550468598843,0.923175160872906,0.923078529922016,0.864193815608229,0.48611702791627,0.861466675030649,0.948007767728748,0.936811896528965,0.953949044859214,0.937772738838178,0.903403639285302,0.64660681085,0.938724898795024,0.931711283951095,0.95568866771568,0.942237040350053,0.488148576487195,0.917741343927155,0.45892537036772,0.944031101744075,0.938818884377412,0.932497529711221,0.931954536005872,0.950829192267765,0.817425504801631,0.881998896073312,0.943708790931995,0.948710216311064,0.710473898975232,0.911259965384807,0.925139412426552,0.961314208715443,0.938422678184039,0.929364946567034,0.894080070404066,0.840470337056951,0.810047469039662,0.96004439695469,0.942566371188434,0.930249483219026,0.971125594676801,0.925979321716986,0.95984449289748,0.911388788179221,0.930603684358288,0.546393372189214,0.959024155190635,0.946691398476385,0.954867451796191,0.927816839729328,0.936175553164932,0.959587783847627,0.931333357841624,0.927808567579374,0.93016599418011,0.938140910261566,0.929329691805175,0.926081749686078,0.939411238878485,0.938973980926747,0.956860396667116,0.939600024784556,0.926792191161334,0.933330808085116
"chr4:1294432-1295078",0.9655296268486,0.904589213261279,0.680828867836177,0.895467325280663,0.913924656999462,0.856920977122184,0.943276348017099,0.843154012075786,0.677963138310435,0.957109733598276,0.932774181699792,0.88820031802477,0.700395085724275,0.8392627764492,0.5952966951587,0.155790405588801,0.218579812339186,0.547022000001187,0.054847023178053,0.0298255979588341,0.586657802601507,0.966192230795403,0.032483302696071,0.0587503882645967,0.0396452528241454,0.383906276040733,0.669819973391106,0.370432670625592,0.763114086815639,0.759695540942218,0.979364471200796,0.484624085976677,0.170289691559645,0.842537444677275,0.930910230810076,0.951890625784988,0.281340394651051,0.917837954750788,0.22920555634515,0.300103774671428,0.657186851913843,0.0645196906526703,0.29394964657005,0.334272368650373,0.967280802145224,0.314427093256498,0.964745440082845,0.267677282506548,0.0456087254192567,0.368656432312018,0.271973353680559,0.87695792773578,0.892651435270438,0.102243375744722,0.190557218434586,0.702298141444058,0.145639657131321,0.872360943665071,0.301673022600917,0.799297961157656,0.60666773229832,0.749544059775665,0.21080171525177,0.141541203508155,0.770305155596013,0.517211724103177,0.77423519899414,0.172562563554255,0.324936576687059,0.241256809291263,0.495696531068786,0.0682400609399214,0.248752587631082,0.744715497025775,0.11369199184668,0.626787520445805,0.262763142196709,0.642514484137992,0.632812945514355,0.909156541829385,0.328773896600273,0.451741160067917,0.136470295266969,0.452148170675656,0.272715924941553,0.692711540154344,0.227165671494271,0.0439318031305705,0.197578190493757,0.302116991168088,0.743205268968911,0.951679886382254,0.629142826779196,0.570637821176533,0.4275708383968,0.414652857970637,0.907824906877921,0.49328263975596,0.59184311739769,0.229083016359646,0.210367587410754,0.694843674669031,0.0394636859063375,0.293075526757237,0.90044602083387,0.571479217845668,0.229501080848227,0.484684163851939,0.883129553120804,0.880105214107153,0.92995346475851,0.496833962971524,0.898263167158991,0.951577469524394,0.863422685553513,0.876000035078978,0.795681411385703,0.92020749504634,0.843819386547839,0.881367686233914,0.886616308056045,0.436367279108378,0.951733421285452,0.928591450217368,0.537417552013465,0.956459795427538,0.898369546878319,0.390294841182245,0.927321069871322,0.903818232022975,0.552603218377887,0.96978629139913,0.933701844344466,0.919628520535168,0.395136722491823
"chr4:3287376-3288876",0.400615286750573,0.928886561916223,0.192244384802289,0.94766023861442,0.823872434840662,0.77427616567406,0.96043064008118,0.893322930356115,0.927230251198831,0.956506988709855,0.960723760968178,0.500857343245493,0.878622070659527,0.746882359665687,0.736196210191398,0.890157861319935,0.052976584904125,0.748696389103493,0.931208022766124,0.0428096608883991,0.913110444355515,0.969946927609971,0.474581315491388,0.891634416096071,0.573473797121989,0.495361974987252,0.0528539669626883,0.709326791777011,0.575551646351686,0.504184691839028,0.0589998297883,0.043261745179855,0.458061219173216,0.652184804247792,0.882695328897961,0.861142925041415,0.674082987270897,0.93273710742456,0.140168129672523,0.0870074362722279,0.935137433811986,0.985795090128468,0.262377294857996,0.982081791098294,0.477101189668208,0.881778749671332,0.704260343375726,0.219229299957474,0.469202603415714,0.672866110537423,0.794527134582313,0.838201250683142,0.970424587432018,0.600913102226105,0.351958608779828,0.89413130792576,0.35140451248798,0.91274968182504,0.881268673343363,0.459627355039918,0.780781106732563,0.935106986440788,0.730967133627673,0.369266600861716,0.0932538086713794,0.948210825458394,0.955755543813254,0.197783708216597,0.178728443023541,0.473776348964768,0.698073344854663,0.782508248327318,0.401857108545403,0.450051347241766,0.827933585173244,0.823200923297417,0.731594823545743,0.0709133937100512,0.915347256278985,0.231500350840362,0.667332513587895,0.570844488861057,0.128019846268752,0.785276758318487,0.348450148720524,0.974171893676261,0.904531925118257,0.295146564365776,0.290894548099889,0.39218342306626,0.880579276709243,0.9190025811064,0.681140040757133,0.284603354128906,0.510599953876366,0.493695829627748,0.137790608648649,0.45647892172593,0.119860502431137,0.440519521864063,0.593135775264992,0.401801779283824,0.666156135976632,0.742424579448586,0.467731635630068,0.820812477840868,0.573376723407613,0.814023243779941,0.48406991224702,0.471768086545751,0.658060827977153,0.901253023026403,0.422147644462944,0,0.728340211303029,0.729504764475202,0.751095559163237,0.875073115637609,0.926451512658612,0.783354799486829,0.876674452453361,0.819955578741707,0.888114943599161,0.911129500585696,0.798221969849275,0.902317364036176,0.80563404830154,0.707378189653893,0.9158181211874,0.882103084963101,0.850815292871815,0.921894942537587,0.872485662570849,0.883247991123625,0.731540824254676
"chr4:3374219-3375917",0.0958247968107175,0.326064875397282,0.152793464167131,0.10748234582443,0.15533353157546,0.315027929847113,0.909465018325866,0.321616145415594,0.811743131142479,0.500476765344493,0.179007837865522,0.583509291970694,0.136208710812869,0.153000132497384,0.447014753999872,0.202007906993357,0.0791849771424503,0.10979412014629,0.939903069991783,0.0344016098932,0.372150401992626,0.0794772857969201,0.0425397916071093,0.253443478550938,0.0523344329979473,0.366333638997438,0.111534858931274,0.0842852062925771,0.147008400375927,0.0991992797373534,0.0460213589293905,0.148155440486423,0.261410286401645,0.12700020313816,0.896753417836968,0.559791197705734,0.289525636826215,0.108275210219577,0.0930298146134556,0.315646985199246,0.0587435573683616,0.375014592186534,0.191375719331985,0.0878173038526235,0.0620579137915107,0.0883643333644612,0.0447849276111534,0.155626664390849,0.0593209429997338,0.0832613869942756,0.0847227261124201,0.323688338463889,0.499833347736001,0.0710579511222456,0.078456610550092,0.0530611398213781,0.0745861216660294,0.331365078212974,0.275286688349662,0.299275540701589,0.572000459204805,0.317811094159727,0.0861803693238759,0.091454831616476,0.133593418722053,0.0714762537984907,0.1403210525178,0.0855934036068822,0.0571104632060502,0.0699002038944817,0.0947916912448452,0.139939833659187,0.208131295107938,0.112681759650045,0.071294833989423,0.094333800055623,0.256565480316516,0.144294163213094,0.0684918396437037,0.0708636541570515,0.155621216466579,0.122724144223866,0.103677401314587,0.0724100534439093,0.181694915174153,0.0272125875760261,0.0750884136451084,0.210472598212167,0.223290852817182,0.079624196845059,0.0978981277633752,0.0676786837150955,0.102209333366357,0.0824004957212216,0.422436624990841,0.363333882637861,0.089718598535382,0.163453852141277,0.0969109800682355,0.089864553127693,0.213106528490605,0.0903663719542294,0.0759836222752643,0.251975827445504,0.125883850092372,0.365616749074087,0.283307727467939,0.376333615655744,0.0423930872581968,0.232905342636303,0.952192207197066,0.513095659973635,0.210866193244266,0.357097907061976,0.420746174897345,0.654129092000067,0.912685543819209,0.0689962061044306,0.562919471582273,0.497832869794733,0.825164217352193,0.723488998470885,0.88289092508519,0.790434003677941,0.648577842719008,0.814166104875583,0.896225032376718,0.762335574429959,0.886073903790298,0.904639198920678,0.779114297196295,0.914900885430468,0.734889681787122,0.658963626855289,0.582022755878928
"chr4:6690702-6691093",0.0259282122621289,0.0220663145757475,0.0188259456004227,0.0270362065836667,0.0278559697311822,0.0397829352550439,0.0284786201326843,0.0201748631751701,0.431143833036074,0.0213346112075622,0.0542037765722471,0.0219672922239477,0.0240092868970005,0.0228444908555461,0.0206229932911367,0.0232950880366622,0.03641755169245,0.0423573685290232,0.832437907609967,0.0572146108154834,0.0179033280183058,0.030944125209292,0.0250438704672496,0.0677257891165877,0.0501172782127169,0.0436971388330367,0.0576744965011766,0.0310545261957958,0.0243293235630258,0.0449000610747571,0.0349141685885323,0.0299680508347489,0.0255944174406459,0.0209909285815283,0.0248138948617949,0.0202494233891841,0.0221543814827057,0.031469412736351,0.022865897809276,0.0406114874004623,0.0243403929893124,0.108836418661338,0.0189734929726179,0.0107991291672711,0.0231404598582226,0.0255626132920243,0.0171670161675904,0.025453353261062,0.0265333345526905,0.0281890076511017,0.0252749730099583,0.0311345033783949,0.0187886707939113,0.0203885296985352,0.0263825184911666,0.0233351235598823,0.0245133480024866,0.155027380042216,0.0331895474886044,0.024244615566271,0.0354202791171798,0.0315781736302939,0.0251854091357309,0.0233502806080318,0.0281904099638656,0.0133419422334083,0.0242956749475384,0.0205489866570051,0.0259275027519272,0.0275327425755451,0.0190942674924983,0.0200781296038302,0.0318760111665882,0.0184443939270676,0.0251380816491435,0.018873713155001,0.0249738364990199,0.0261318022785666,0.0211394212721658,0.020245912143427,0.0230616594819268,0.0447083894049349,0.022402315045755,0.0175772618917206,0.0234060404542635,0.0114349463745863,0.0227970406276254,0.0199243604774132,0.0224771099141841,0.0249357298864891,0.0212394405098494,0.0265256319279991,0.020334618103779,0.0205942286560993,0.0200286108156758,0.0236528462989102,0.0246481032225759,0.0385253562484493,0.0296440099321294,0.0210948384676458,0.0232413432037917,0.023452997235241,0.030501277300867,0.0192649255450279,0.0267409950991224,0.0287511583131622,0.0219134243591981,0.0278433968510046,0.0819181536492697,0.0259392374527262,0.0145672432689905,0.0274948425261512,0.0299516603053017,0.210684606414705,0.0339445217566258,0.0333691772603577,0.0322096069154005,0.0381853437723657,0.0326271813965348,0.0286705911813985,0.183873416312225,0.0883771660251315,0.0725174407276153,0.0843812862699533,0.0244778407964045,0.033851676532153,0.138423219421924,0.0570415225151817,0.0510757774681803,0.102318974094671,0.0423234022019348,0.0544742322542409,0.0838462881087673,0.0736222581551542,0.0227882112169466
